date,sea_water_temperature,sea_water_temperature_qc_agg,z
7/22/2024,20.79999924,1,0
7/22/2024,,2,0
7/22/2024,20.70000076,1,0
7/22/2024,,2,0
7/22/2024,20.60000038,1,0
7/22/2024,,2,0
7/22/2024,20.5,1,0
7/22/2024,,2,0
7/22/2024,20.45000076,1,0
7/22/2024,,2,0
7/22/2024,20.45000076,1,0
7/22/2024,,2,0
7/22/2024,20.35000038,1,0
7/22/2024,,2,0
7/22/2024,20.29999924,1,0
7/22/2024,,2,0
7/22/2024,20.20000076,1,0
7/22/2024,,2,0
7/22/2024,20.20000076,1,0
7/22/2024,,2,0
7/22/2024,20.14999962,1,0
7/22/2024,,2,0
7/22/2024,20.10000038,1,0
7/22/2024,,2,0
7/22/2024,20.04999924,1,0
7/22/2024,,2,0
7/22/2024,20.04999924,1,0
7/22/2024,,2,0
7/22/2024,20.04999924,1,0
7/22/2024,,2,0
7/22/2024,20.04999924,1,0
7/22/2024,,2,0
7/22/2024,20.10000038,1,0
7/22/2024,,2,0
7/22/2024,20.20000076,1,0
7/22/2024,,2,0
7/22/2024,20.25,1,0
7/22/2024,,2,0
7/22/2024,20.29999924,1,0
7/22/2024,,2,0
7/22/2024,20.39999962,1,0
7/22/2024,,2,0
7/22/2024,20.5,1,0
7/22/2024,,2,0
7/22/2024,20.64999962,1,0
7/22/2024,,2,0
7/22/2024,20.85000038,1,0
7/22/2024,,2,0
7/22/2024,21.04999924,1,0
7/22/2024,,2,0
7/22/2024,21.04999924,1,0
7/22/2024,,2,0
7/22/2024,21.14999962,1,0
7/22/2024,,2,0
7/22/2024,21.5,1,0
7/22/2024,,2,0
7/22/2024,21.60000038,1,0
7/22/2024,,2,0
7/22/2024,21.45000076,1,0
7/22/2024,,2,0
7/22/2024,21.29999924,1,0
7/22/2024,,2,0
7/22/2024,21.25,1,0
7/22/2024,,2,0
7/22/2024,21.14999962,1,0
7/22/2024,,2,0
7/22/2024,21.04999924,1,0
7/22/2024,,2,0
7/22/2024,20.95000076,1,0
7/22/2024,,2,0
7/22/2024,20.85000038,1,0
7/22/2024,,2,0
7/22/2024,20.79999924,1,0
7/22/2024,,2,0
7/22/2024,20.64999962,1,0
7/22/2024,,2,0
7/22/2024,20.54999924,1,0
7/23/2024,,2,0
7/23/2024,20.39999962,1,0
7/23/2024,,2,0
7/23/2024,20.20000076,1,0
7/23/2024,,2,0
7/23/2024,20.04999924,1,0
7/23/2024,,2,0
7/23/2024,20,1,0
7/23/2024,,2,0
7/23/2024,19.89999962,1,0
7/23/2024,,2,0
7/23/2024,19.89999962,1,0
7/23/2024,,2,0
7/23/2024,19.75,1,0
7/23/2024,,2,0
7/23/2024,19.54999924,1,0
7/23/2024,,2,0
7/23/2024,19.5,1,0
7/23/2024,,2,0
7/23/2024,19.45000076,1,0
7/23/2024,,2,0
7/23/2024,19.45000076,1,0
7/23/2024,,2,0
7/23/2024,19.5,1,0
7/23/2024,,2,0
7/23/2024,19.5,1,0
7/23/2024,,2,0
7/23/2024,19.39999962,1,0
7/23/2024,,2,0
7/23/2024,19.64999962,1,0
7/23/2024,,2,0
7/23/2024,19.54999924,1,0
7/23/2024,,2,0
7/23/2024,19.5,1,0
7/23/2024,,2,0
7/23/2024,19.39999962,1,0
7/23/2024,,2,0
7/23/2024,19.39999962,1,0
7/23/2024,,2,0
7/23/2024,19.29999924,1,0
7/23/2024,,2,0
7/23/2024,19.10000038,1,0
7/23/2024,,2,0
7/23/2024,19.10000038,1,0
7/23/2024,,2,0
7/23/2024,19.04999924,1,0
7/23/2024,,2,0
7/23/2024,19,1,0
7/23/2024,,2,0
7/23/2024,18.85000038,1,0
7/23/2024,,2,0
7/23/2024,18.85000038,1,0
7/23/2024,,2,0
7/23/2024,18.79999924,1,0
7/23/2024,,2,0
7/23/2024,18.79999924,1,0
7/23/2024,,2,0
7/23/2024,18.75,1,0
7/23/2024,,2,0
7/23/2024,18.75,1,0
7/23/2024,,2,0
7/23/2024,18.85000038,1,0
7/23/2024,,2,0
7/23/2024,18.95000076,1,0
7/23/2024,,2,0
7/23/2024,19.04999924,1,0
7/23/2024,,2,0
7/23/2024,19.20000076,1,0
7/23/2024,,2,0
7/23/2024,19.39999962,1,0
7/23/2024,,2,0
7/23/2024,19.54999924,1,0
7/23/2024,,2,0
7/23/2024,19.85000038,1,0
7/23/2024,,2,0
7/23/2024,20,1,0
7/23/2024,,2,0
7/23/2024,20,1,0
7/23/2024,,2,0
7/23/2024,20.35000038,1,0
7/23/2024,,2,0
7/23/2024,20.25,1,0
7/23/2024,,2,0
7/23/2024,20.25,1,0
7/23/2024,,2,0
7/23/2024,20.20000076,1,0
7/23/2024,,2,0
7/23/2024,20.29999924,1,0
7/23/2024,,2,0
7/23/2024,20.39999962,1,0
7/23/2024,,2,0
7/23/2024,20.35000038,1,0
7/24/2024,,2,0
7/24/2024,20.35000038,1,0
7/24/2024,,2,0
7/24/2024,20.25,1,0
7/24/2024,,2,0
7/24/2024,20.29999924,1,0
7/24/2024,,2,0
7/24/2024,20.25,1,0
7/24/2024,,2,0
7/24/2024,20.25,1,0
7/24/2024,,2,0
7/24/2024,20,1,0
7/24/2024,,2,0
7/24/2024,19.89999962,1,0
7/24/2024,,2,0
7/24/2024,19.75,1,0
7/24/2024,,2,0
7/24/2024,19.54999924,1,0
7/24/2024,,2,0
7/24/2024,19.45000076,1,0
7/24/2024,,2,0
7/24/2024,19.29999924,1,0
7/24/2024,,2,0
7/24/2024,19.14999962,1,0
7/24/2024,,2,0
7/24/2024,19.10000038,1,0
7/24/2024,,2,0
7/24/2024,19.20000076,1,0
7/24/2024,,2,0
7/24/2024,18.95000076,1,0
7/24/2024,,2,0
7/24/2024,19.04999924,1,0
7/24/2024,,2,0
7/24/2024,18.95000076,1,0
7/24/2024,,2,0
7/24/2024,18.70000076,1,0
7/24/2024,,2,0
7/24/2024,18.70000076,1,0
7/24/2024,,2,0
7/24/2024,18.60000038,1,0
7/24/2024,,2,0
7/24/2024,18.45000076,1,0
7/24/2024,,2,0
7/24/2024,18.20000076,1,0
7/24/2024,,2,0
7/24/2024,18.10000038,1,0
7/24/2024,,2,0
7/24/2024,18,1,0
7/24/2024,,2,0
7/24/2024,17.89999962,1,0
7/24/2024,,2,0
7/24/2024,17.85000038,1,0
7/24/2024,,2,0
7/24/2024,17.85000038,1,0
7/24/2024,,2,0
7/24/2024,17.70000076,1,0
7/24/2024,,2,0
7/24/2024,17.70000076,1,0
7/24/2024,,2,0
7/24/2024,17.75,1,0
7/24/2024,,2,0
7/24/2024,17.75,1,0
7/24/2024,,2,0
7/24/2024,17.85000038,1,0
7/24/2024,,2,0
7/24/2024,18.10000038,1,0
7/24/2024,,2,0
7/24/2024,18.20000076,1,0
7/24/2024,,2,0
7/24/2024,18.35000038,1,0
7/24/2024,,2,0
7/24/2024,18.70000076,1,0
7/24/2024,,2,0
7/24/2024,18.95000076,1,0
7/24/2024,,2,0
7/24/2024,19.10000038,1,0
7/24/2024,,2,0
7/24/2024,19.10000038,1,0
7/24/2024,,2,0
7/24/2024,19,1,0
7/24/2024,,2,0
7/24/2024,19.04999924,1,0
7/24/2024,,2,0
7/24/2024,19.04999924,1,0
7/24/2024,,2,0
7/24/2024,19.14999962,1,0
7/24/2024,,2,0
7/24/2024,19.14999962,1,0
7/24/2024,,2,0
7/24/2024,19.10000038,1,0
7/24/2024,,2,0
7/24/2024,19.04999924,1,0
7/24/2024,,2,0
7/24/2024,19.20000076,1,0
7/25/2024,,2,0
7/25/2024,19.29999924,1,0
7/25/2024,,2,0
7/25/2024,19.45000076,1,0
7/25/2024,,2,0
7/25/2024,19.20000076,1,0
7/25/2024,,2,0
7/25/2024,19.14999962,1,0
7/25/2024,,2,0
7/25/2024,19.10000038,1,0
7/25/2024,,2,0
7/25/2024,19,1,0
7/25/2024,,2,0
7/25/2024,18.89999962,1,0
7/25/2024,,2,0
7/25/2024,18.79999924,1,0
7/25/2024,,2,0
7/25/2024,18.64999962,1,0
7/25/2024,,2,0
7/25/2024,18.54999924,1,0
7/25/2024,,2,0
7/25/2024,18.64999962,1,0
7/25/2024,,2,0
7/25/2024,18.64999962,1,0
7/25/2024,,2,0
7/25/2024,18.85000038,1,0
7/25/2024,,2,0
7/25/2024,18.89999962,1,0
7/25/2024,,2,0
7/25/2024,18.89999962,1,0
7/25/2024,,2,0
7/25/2024,19,1,0
7/25/2024,,2,0
7/25/2024,18.89999962,1,0
7/25/2024,,2,0
7/25/2024,18.79999924,1,0
7/25/2024,,2,0
7/25/2024,18.70000076,1,0
7/25/2024,,2,0
7/25/2024,18.54999924,1,0
7/25/2024,,2,0
7/25/2024,18.5,1,0
7/25/2024,,2,0
7/25/2024,18.39999962,1,0
7/25/2024,,2,0
7/25/2024,18.29999924,1,0
7/25/2024,,2,0
7/25/2024,18.14999962,1,0
7/25/2024,,2,0
7/25/2024,18.04999924,1,0
7/25/2024,,2,0
7/25/2024,17.95000076,1,0
7/25/2024,,2,0
7/25/2024,17.95000076,1,0
7/25/2024,,2,0
7/25/2024,17.85000038,1,0
7/25/2024,,2,0
7/25/2024,17.79999924,1,0
7/25/2024,,2,0
7/25/2024,17.79999924,1,0
7/25/2024,,2,0
7/25/2024,17.79999924,1,0
7/25/2024,,2,0
7/25/2024,17.85000038,1,0
7/25/2024,,2,0
7/25/2024,17.95000076,1,0
7/25/2024,,2,0
7/25/2024,17.95000076,1,0
7/25/2024,,2,0
7/25/2024,18.04999924,1,0
7/25/2024,,2,0
7/25/2024,18.10000038,1,0
7/25/2024,,2,0
7/25/2024,18.29999924,1,0
7/25/2024,,2,0
7/25/2024,18.64999962,1,0
7/25/2024,,2,0
7/25/2024,19.10000038,1,0
7/25/2024,,2,0
7/25/2024,19.25,1,0
7/25/2024,,2,0
7/25/2024,19.35000038,1,0
7/25/2024,,2,0
7/25/2024,19.29999924,1,0
7/25/2024,,2,0
7/25/2024,19.29999924,1,0
7/25/2024,,2,0
7/25/2024,19,1,0
7/25/2024,,2,0
7/25/2024,19.10000038,1,0
7/25/2024,,2,0
7/25/2024,19,1,0
7/25/2024,,2,0
7/25/2024,18.70000076,1,0
7/26/2024,,2,0
7/26/2024,18.70000076,1,0
7/26/2024,,2,0
7/26/2024,18.75,1,0
7/26/2024,,2,0
7/26/2024,18.70000076,1,0
7/26/2024,,2,0
7/26/2024,18.64999962,1,0
7/26/2024,,2,0
7/26/2024,18.60000038,1,0
7/26/2024,,2,0
7/26/2024,18.39999962,1,0
7/26/2024,,2,0
7/26/2024,18.20000076,1,0
7/26/2024,,2,0
7/26/2024,18.04999924,1,0
7/26/2024,,2,0
7/26/2024,18,1,0
7/26/2024,,2,0
7/26/2024,18,1,0
7/26/2024,,2,0
7/26/2024,17.79999924,1,0
7/26/2024,,2,0
7/26/2024,17.89999962,1,0
7/26/2024,,2,0
7/26/2024,17.79999924,1,0
7/26/2024,,2,0
7/26/2024,17.75,1,0
7/26/2024,,2,0
7/26/2024,17.60000038,1,0
7/26/2024,,2,0
7/26/2024,17.64999962,1,0
7/26/2024,,2,0
7/26/2024,17.60000038,1,0
7/26/2024,,2,0
7/26/2024,17.45000076,1,0
7/26/2024,,2,0
7/26/2024,17.29999924,1,0
7/26/2024,,2,0
7/26/2024,17.25,1,0
7/26/2024,,2,0
7/26/2024,17.39999962,1,0
7/26/2024,,2,0
7/26/2024,17.25,1,0
7/26/2024,,2,0
7/26/2024,17.10000038,1,0
7/26/2024,,2,0
7/26/2024,17.04999924,1,0
7/26/2024,,2,0
7/26/2024,17,1,0
7/26/2024,,2,0
7/26/2024,16.95000076,1,0
7/26/2024,,2,0
7/26/2024,16.95000076,1,0
7/26/2024,,2,0
7/26/2024,16.75,1,0
7/26/2024,,2,0
7/26/2024,16.79999924,1,0
7/26/2024,,2,0
7/26/2024,16.75,1,0
7/26/2024,,2,0
7/26/2024,16.85000038,1,0
7/26/2024,,2,0
7/26/2024,16.89999962,1,0
7/26/2024,,2,0
7/26/2024,17,1,0
7/26/2024,,2,0
7/26/2024,17.14999962,1,0
7/26/2024,,2,0
7/26/2024,17.14999962,1,0
7/26/2024,,2,0
7/26/2024,17.35000038,1,0
7/26/2024,,2,0
7/26/2024,17.25,1,0
7/26/2024,,2,0
7/26/2024,17.29999924,1,0
7/26/2024,,2,0
7/26/2024,17.54999924,1,0
7/26/2024,,2,0
7/26/2024,17.79999924,1,0
7/26/2024,,2,0
7/26/2024,18.45000076,1,0
7/26/2024,,2,0
7/26/2024,18.35000038,1,0
7/26/2024,,2,0
7/26/2024,18.29999924,1,0
7/26/2024,,2,0
7/26/2024,18.35000038,1,0
7/26/2024,,2,0
7/26/2024,18.25,1,0
7/26/2024,,2,0
7/26/2024,18.10000038,1,0
7/26/2024,,2,0
7/26/2024,17.79999924,1,0
7/27/2024,,2,0
7/27/2024,17.75,1,0
7/27/2024,,2,0
7/27/2024,17.64999962,1,0
7/27/2024,,2,0
7/27/2024,17.54999924,1,0
7/27/2024,,2,0
7/27/2024,17.5,1,0
7/27/2024,,2,0
7/27/2024,17.29999924,1,0
7/27/2024,,2,0
7/27/2024,17.14999962,1,0
7/27/2024,,2,0
7/27/2024,17,1,0
7/27/2024,,2,0
7/27/2024,16.89999962,1,0
7/27/2024,,2,0
7/27/2024,16.75,1,0
7/27/2024,,2,0
7/27/2024,16.54999924,1,0
7/27/2024,,2,0
7/27/2024,16.45000076,1,0
7/27/2024,,2,0
7/27/2024,16.45000076,1,0
7/27/2024,,2,0
7/27/2024,16.39999962,1,0
7/27/2024,,2,0
7/27/2024,16.29999924,1,0
7/27/2024,,2,0
7/27/2024,16.14999962,1,0
7/27/2024,,2,0
7/27/2024,16.04999924,1,0
7/27/2024,,2,0
7/27/2024,15.85000038,1,0
7/27/2024,,2,0
7/27/2024,15.89999962,1,0
7/27/2024,,2,0
7/27/2024,15.79999924,1,0
7/27/2024,,2,0
7/27/2024,15.79999924,1,0
7/27/2024,,2,0
7/27/2024,15.64999962,1,0
7/27/2024,,2,0
7/27/2024,15.70000076,1,0
7/27/2024,,2,0
7/27/2024,15.70000076,1,0
7/27/2024,,2,0
7/27/2024,15.64999962,1,0
7/27/2024,,2,0
7/27/2024,15.70000076,1,0
7/27/2024,,2,0
7/27/2024,15.64999962,1,0
7/27/2024,,2,0
7/27/2024,15.64999962,1,0
7/27/2024,,2,0
7/27/2024,15.54999924,1,0
7/27/2024,,2,0
7/27/2024,15.54999924,1,0
7/27/2024,,2,0
7/27/2024,15.54999924,1,0
7/27/2024,,2,0
7/27/2024,15.54999924,1,0
7/27/2024,,2,0
7/27/2024,15.60000038,1,0
7/27/2024,,2,0
7/27/2024,15.89999962,1,0
7/27/2024,,2,0
7/27/2024,15.89999962,1,0
7/27/2024,,2,0
7/27/2024,16.20000076,1,0
7/27/2024,,2,0
7/27/2024,16.45000076,1,0
7/27/2024,,2,0
7/27/2024,16.10000038,1,0
7/27/2024,,2,0
7/27/2024,16.89999962,1,0
7/27/2024,,2,0
7/27/2024,16.70000076,1,0
7/27/2024,,2,0
7/27/2024,16.5,1,0
7/27/2024,,2,0
7/27/2024,17.10000038,1,0
7/27/2024,,2,0
7/27/2024,18.10000038,1,0
7/27/2024,,2,0
7/27/2024,18.20000076,1,0
7/27/2024,,2,0
7/27/2024,16.89999962,1,0
7/27/2024,,2,0
7/27/2024,17.35000038,1,0
7/27/2024,,2,0
7/27/2024,17.14999962,1,0
7/27/2024,,2,0
7/27/2024,16.54999924,1,0
7/27/2024,,2,0
7/27/2024,16.39999962,1,0
7/28/2024,,2,0
7/28/2024,16.35000038,1,0
7/28/2024,,2,0
7/28/2024,16.04999924,1,0
7/28/2024,,2,0
7/28/2024,16.04999924,1,0
7/28/2024,,2,0
7/28/2024,15.95000076,1,0
7/28/2024,,2,0
7/28/2024,15.79999924,1,0
7/28/2024,,2,0
7/28/2024,15.85000038,1,0
7/28/2024,,2,0
7/28/2024,15.79999924,1,0
7/28/2024,,2,0
7/28/2024,15.70000076,1,0
7/28/2024,,2,0
7/28/2024,15.70000076,1,0
7/28/2024,,2,0
7/28/2024,15.75,1,0
7/28/2024,,2,0
7/28/2024,15.70000076,1,0
7/28/2024,,2,0
7/28/2024,15.75,1,0
7/28/2024,,2,0
7/28/2024,16.10000038,1,0
7/28/2024,,2,0
7/28/2024,16.35000038,1,0
7/28/2024,,2,0
7/28/2024,16.64999962,1,0
7/28/2024,,2,0
7/28/2024,16.79999924,1,0
7/28/2024,,2,0
7/28/2024,16.85000038,1,0
7/28/2024,,2,0
7/28/2024,16.95000076,1,0
7/28/2024,,2,0
7/28/2024,17.04999924,1,0
7/28/2024,,2,0
7/28/2024,17.10000038,1,0
7/28/2024,,2,0
7/28/2024,17.14999962,1,0
7/28/2024,,2,0
7/28/2024,17.14999962,1,0
7/28/2024,,2,0
7/28/2024,17.14999962,1,0
7/28/2024,,2,0
7/28/2024,17.20000076,1,0
7/28/2024,,2,0
7/28/2024,17.20000076,1,0
7/28/2024,,2,0
7/28/2024,17.20000076,1,0
7/28/2024,,2,0
7/28/2024,17.14999962,1,0
7/28/2024,,2,0
7/28/2024,17.10000038,1,0
7/28/2024,,2,0
7/28/2024,17.10000038,1,0
7/28/2024,,2,0
7/28/2024,17.20000076,1,0
7/28/2024,,2,0
7/28/2024,17.29999924,1,0
7/28/2024,,2,0
7/28/2024,17.45000076,1,0
7/28/2024,,2,0
7/28/2024,17.54999924,1,0
7/28/2024,,2,0
7/28/2024,17.60000038,1,0
7/28/2024,,2,0
7/28/2024,18.04999924,1,0
7/28/2024,,2,0
7/28/2024,18.04999924,1,0
7/28/2024,,2,0
7/28/2024,18.14999962,1,0
7/28/2024,,2,0
7/28/2024,18.45000076,1,0
7/28/2024,,2,0
7/28/2024,18.25,1,0
7/28/2024,,2,0
7/28/2024,18.60000038,1,0
7/28/2024,,2,0
7/28/2024,19.14999962,1,0
7/28/2024,,2,0
7/28/2024,18.45000076,1,0
7/28/2024,,2,0
7/28/2024,18.35000038,1,0
7/28/2024,,2,0
7/28/2024,18.29999924,1,0
7/28/2024,,2,0
7/28/2024,18.25,1,0
7/28/2024,,2,0
7/28/2024,18.35000038,1,0
7/28/2024,,2,0
7/28/2024,18.25,1,0
7/28/2024,,2,0
7/28/2024,18.04999924,1,0
7/29/2024,,2,0
7/29/2024,17.95000076,1,0
7/29/2024,,2,0
7/29/2024,17.75,1,0
7/29/2024,,2,0
7/29/2024,17.64999962,1,0
7/29/2024,,2,0
7/29/2024,17.60000038,1,0
7/29/2024,,2,0
7/29/2024,17.54999924,1,0
7/29/2024,,2,0
7/29/2024,17.5,1,0
7/29/2024,,2,0
7/29/2024,17.45000076,1,0
7/29/2024,,2,0
7/29/2024,17.45000076,1,0
7/29/2024,,2,0
7/29/2024,17.35000038,1,0
7/29/2024,,2,0
7/29/2024,17.45000076,1,0
7/29/2024,,2,0
7/29/2024,17.45000076,1,0
7/29/2024,,2,0
7/29/2024,17.45000076,1,0
7/29/2024,,2,0
7/29/2024,17.45000076,1,0
7/29/2024,,2,0
7/29/2024,17.45000076,1,0
7/29/2024,,2,0
7/29/2024,17.54999924,1,0
7/29/2024,,2,0
7/29/2024,17.85000038,1,0
7/29/2024,,2,0
7/29/2024,18.14999962,1,0
7/29/2024,,2,0
7/29/2024,18.29999924,1,0
7/29/2024,,2,0
7/29/2024,18.39999962,1,0
7/29/2024,,2,0
7/29/2024,18.60000038,1,0
7/29/2024,,2,0
7/29/2024,19.39999962,1,0
7/29/2024,,2,0
7/29/2024,19.5,1,0
7/29/2024,,2,0
7/29/2024,19.54999924,1,0
7/29/2024,,2,0
7/29/2024,19.79999924,1,0
7/29/2024,,2,0
7/29/2024,19.95000076,1,0
7/29/2024,,2,0
7/29/2024,20.04999924,1,0
7/29/2024,,2,0
7/29/2024,20.10000038,1,0
7/29/2024,,2,0
7/29/2024,20.14999962,1,0
7/29/2024,,2,0
7/29/2024,20.20000076,1,0
7/29/2024,,2,0
7/29/2024,20.14999962,1,0
7/29/2024,,2,0
7/29/2024,20.20000076,1,0
7/29/2024,,2,0
7/29/2024,20.25,1,0
7/29/2024,,2,0
7/29/2024,20.29999924,1,0
7/29/2024,,2,0
7/29/2024,20.35000038,1,0
7/29/2024,,2,0
7/29/2024,20.39999962,1,0
7/29/2024,,2,0
7/29/2024,20.45000076,1,0
7/29/2024,,2,0
7/29/2024,20.45000076,1,0
7/29/2024,,2,0
7/29/2024,20.5,1,0
7/29/2024,,2,0
7/29/2024,20.54999924,1,0
7/29/2024,,2,0
7/29/2024,20.54999924,1,0
7/29/2024,,2,0
7/29/2024,20.64999962,1,0
7/29/2024,,2,0
7/29/2024,20.70000076,1,0
7/29/2024,,2,0
7/29/2024,20.75,1,0
7/29/2024,,2,0
7/29/2024,20.75,1,0
7/29/2024,,2,0
7/29/2024,20.79999924,1,0
7/29/2024,,2,0
7/29/2024,20.79999924,1,0
7/29/2024,,2,0
7/29/2024,20.79999924,1,0
7/29/2024,,2,0
7/29/2024,20.79999924,1,0
7/30/2024,,2,0
7/30/2024,20.79999924,1,0
7/30/2024,,2,0
7/30/2024,20.75,1,0
7/30/2024,,2,0
7/30/2024,20.64999962,1,0
7/30/2024,,2,0
7/30/2024,20.5,1,0
7/30/2024,,2,0
7/30/2024,20.35000038,1,0
7/30/2024,,2,0
7/30/2024,20.25,1,0
7/30/2024,,2,0
7/30/2024,20.14999962,1,0
7/30/2024,,2,0
7/30/2024,19.95000076,1,0
7/30/2024,,2,0
7/30/2024,19.89999962,1,0
7/30/2024,,2,0
7/30/2024,19.89999962,1,0
7/30/2024,,2,0
7/30/2024,19.85000038,1,0
7/30/2024,,2,0
7/30/2024,19.70000076,1,0
7/30/2024,,2,0
7/30/2024,19.60000038,1,0
7/30/2024,,2,0
7/30/2024,19.45000076,1,0
7/30/2024,,2,0
7/30/2024,19.35000038,1,0
7/30/2024,,2,0
7/30/2024,19.29999924,1,0
7/30/2024,,2,0
7/30/2024,19.25,1,0
7/30/2024,,2,0
7/30/2024,19.10000038,1,0
7/30/2024,,2,0
7/30/2024,19.20000076,1,0
7/30/2024,,2,0
7/30/2024,19.29999924,1,0
7/30/2024,,2,0
7/30/2024,19.39999962,1,0
7/30/2024,,2,0
7/30/2024,19.54999924,1,0
7/30/2024,,2,0
7/30/2024,19.60000038,1,0
7/30/2024,,2,0
7/30/2024,19.75,1,0
7/30/2024,,2,0
7/30/2024,19.85000038,1,0
7/30/2024,,2,0
7/30/2024,19.89999962,1,0
7/30/2024,,2,0
7/30/2024,19.85000038,1,0
7/30/2024,,2,0
7/30/2024,19.79999924,1,0
7/30/2024,,2,0
7/30/2024,19.79999924,1,0
7/30/2024,,2,0
7/30/2024,19.85000038,1,0
7/30/2024,,2,0
7/30/2024,19.89999962,1,0
7/30/2024,,2,0
7/30/2024,20,1,0
7/30/2024,,2,0
7/30/2024,20.10000038,1,0
7/30/2024,,2,0
7/30/2024,20.25,1,0
7/30/2024,,2,0
7/30/2024,20.64999962,1,0
7/30/2024,,2,0
7/30/2024,20.85000038,1,0
7/30/2024,,2,0
7/30/2024,21.20000076,1,0
7/30/2024,,2,0
7/30/2024,21,1,0
7/30/2024,,2,0
7/30/2024,21.20000076,1,0
7/30/2024,,2,0
7/30/2024,21.39999962,1,0
7/30/2024,,2,0
7/30/2024,21.60000038,1,0
7/30/2024,,2,0
7/30/2024,21,1,0
7/30/2024,,2,0
7/30/2024,20.5,1,0
7/30/2024,,2,0
7/30/2024,20.20000076,1,0
7/30/2024,,2,0
7/30/2024,20.20000076,1,0
7/30/2024,,2,0
7/30/2024,20,1,0
7/31/2024,,2,0
7/31/2024,20.10000038,1,0
7/31/2024,,2,0
7/31/2024,20.10000038,1,0
7/31/2024,,2,0
7/31/2024,20.10000038,1,0
7/31/2024,,2,0
7/31/2024,20.04999924,1,0
7/31/2024,,2,0
7/31/2024,19.85000038,1,0
7/31/2024,,2,0
7/31/2024,19.89999962,1,0
7/31/2024,,2,0
7/31/2024,19.70000076,1,0
7/31/2024,,2,0
7/31/2024,19.45000076,1,0
7/31/2024,,2,0
7/31/2024,19.35000038,1,0
7/31/2024,,2,0
7/31/2024,19.25,1,0
7/31/2024,,2,0
7/31/2024,19.35000038,1,0
7/31/2024,,2,0
7/31/2024,19.39999962,1,0
7/31/2024,,2,0
7/31/2024,19.39999962,1,0
7/31/2024,,2,0
7/31/2024,19.54999924,1,0
7/31/2024,,2,0
7/31/2024,19.54999924,1,0
7/31/2024,,2,0
7/31/2024,19.60000038,1,0
7/31/2024,,2,0
7/31/2024,19.5,1,0
7/31/2024,,2,0
7/31/2024,19.39999962,1,0
7/31/2024,,2,0
7/31/2024,19.45000076,1,0
7/31/2024,,2,0
7/31/2024,19.45000076,1,0
7/31/2024,,2,0
7/31/2024,19.45000076,1,0
7/31/2024,,2,0
7/31/2024,19.5,1,0
7/31/2024,,2,0
7/31/2024,19.39999962,1,0
7/31/2024,,2,0
7/31/2024,19.5,1,0
7/31/2024,,2,0
7/31/2024,19.45000076,1,0
7/31/2024,,2,0
7/31/2024,19.45000076,1,0
7/31/2024,,2,0
7/31/2024,19.39999962,1,0
7/31/2024,,2,0
7/31/2024,19.45000076,1,0
7/31/2024,,2,0
7/31/2024,19.5,1,0
7/31/2024,,2,0
7/31/2024,19.5,1,0
7/31/2024,,2,0
7/31/2024,19.10000038,1,0
7/31/2024,,2,0
7/31/2024,19.20000076,1,0
7/31/2024,,2,0
7/31/2024,19.35000038,1,0
7/31/2024,,2,0
7/31/2024,19.5,1,0
7/31/2024,,2,0
7/31/2024,19.70000076,1,0
7/31/2024,,2,0
7/31/2024,20.04999924,1,0
7/31/2024,,2,0
7/31/2024,20.25,1,0
7/31/2024,,2,0
7/31/2024,20.29999924,1,0
7/31/2024,,2,0
7/31/2024,20.29999924,1,0
7/31/2024,,2,0
7/31/2024,20,1,0
7/31/2024,,2,0
7/31/2024,20.14999962,1,0
7/31/2024,,2,0
7/31/2024,20.04999924,1,0
7/31/2024,,2,0
7/31/2024,20,1,0
7/31/2024,,2,0
7/31/2024,19.89999962,1,0
7/31/2024,,2,0
7/31/2024,19.79999924,1,0
8/1/2024,,2,0
8/1/2024,19.75,1,0
8/1/2024,,2,0
8/1/2024,19.85000038,1,0
8/1/2024,,2,0
8/1/2024,19.79999924,1,0
8/1/2024,,2,0
8/1/2024,19.70000076,1,0
8/1/2024,,2,0
8/1/2024,19.54999924,1,0
8/1/2024,,2,0
8/1/2024,19.45000076,1,0
8/1/2024,,2,0
8/1/2024,19.35000038,1,0
8/1/2024,,2,0
8/1/2024,19.29999924,1,0
8/1/2024,,2,0
8/1/2024,19.29999924,1,0
8/1/2024,,2,0
8/1/2024,19.25,1,0
8/1/2024,,2,0
8/1/2024,19.14999962,1,0
8/1/2024,,2,0
8/1/2024,19.04999924,1,0
8/1/2024,,2,0
8/1/2024,19.04999924,1,0
8/1/2024,,2,0
8/1/2024,19.04999924,1,0
8/1/2024,,2,0
8/1/2024,19.10000038,1,0
8/1/2024,,2,0
8/1/2024,19.20000076,1,0
8/1/2024,,2,0
8/1/2024,19.25,1,0
8/1/2024,,2,0
8/1/2024,19.25,1,0
8/1/2024,,2,0
8/1/2024,19.25,1,0
8/1/2024,,2,0
8/1/2024,19.29999924,1,0
8/1/2024,,2,0
8/1/2024,19.29999924,1,0
8/1/2024,,2,0
8/1/2024,19.29999924,1,0
8/1/2024,,2,0
8/1/2024,19.25,1,0
8/1/2024,,2,0
8/1/2024,19.25,1,0
8/1/2024,,2,0
8/1/2024,19.20000076,1,0
8/1/2024,,2,0
8/1/2024,19.20000076,1,0
8/1/2024,,2,0
8/1/2024,19.20000076,1,0
8/1/2024,,2,0
8/1/2024,19.20000076,1,0
8/1/2024,,2,0
